id_passenger,recency,frequency,monetary_value,R_Quartile,F_Quartile,M_Quartile,RFMClass,Segment
000091ba80,110,2,6.2399997711181605,4,4,4,444,Lost Cheap Passenger
0002a00d07,88,26,81.93999862670896,2,1,1,211,Loyal Passenger
0002b64f40,89,8,42.729999542236314,2,2,1,221,Big Spenders
001b825ac3,99,1,3.0,4,4,4,444,Lost Cheap Passenger
0021d4ca39,91,14,64.84999942779541,3,1,1,311,Almost Lost Passenger
00226ee354,86,11,34.35999965667724,1,2,2,122,Recent Passenger
0025a16b22,100,1,3.1199998855590803,4,4,4,444,Lost Cheap Passenger
002a223d72,95,3,9.61999988555908,3,3,3,333,Other
003c48c492,86,5,12.97999954223632,1,3,3,133,Recent Passenger
003d0bbc9c,90,40,121.53999805450437,2,1,1,211,Loyal Passenger
003f6427ae,86,50,141.26999759674067,1,1,1,111,Best Passenger
0046e1ab88,90,10,35.8499994277954,2,2,2,222,Other
0047104d7e,86,9,42.859999656677246,1,2,1,121,Recent Passenger
00485ef56a,87,3,16.25,1,3,3,133,Recent Passenger
0057dc3779,91,4,9.61999988555908,3,3,3,333,Other
0064057e4e,86,12,63.979999542236314,1,2,1,121,Recent Passenger
0065a37800,101,1,3.75,4,4,4,444,Lost Cheap Passenger
0069de3828,87,5,17.97999954223632,1,3,3,133,Recent Passenger
0072661ccb,88,12,36.849999427795396,2,2,2,222,Other
00793b9993,89,13,32.21999931335448,2,2,2,222,Other
007a23a91c,102,4,9.85999965667724,4,3,3,433,Other
0084646800,86,26,65.18999886512755,1,1,1,111,Best Passenger
00923f35a3,86,3,8.73999977111816,1,3,3,133,Recent Passenger
009629f09b,90,1,2.8699998855590803,2,4,4,244,Other
0097aa834c,87,52,180.8699971437454,1,1,1,111,Best Passenger
00a526461c,92,3,7.61999988555908,3,3,4,334,Other
00acec70ff,88,10,49.72999954223633,2,2,1,221,Big Spenders
00b7b40b9b,86,59,127.6799986362457,1,1,1,111,Best Passenger
00bc92ad4d,88,6,26.479999542236317,2,3,2,232,Other
00c0f90e72,95,8,28.35999977588653,3,2,2,322,Other
00c541b618,89,2,6.7399997711181605,2,4,4,244,Other
00cb702e88,86,7,33.989999771118164,1,2,2,122,Recent Passenger
00ce876f11,106,2,7.36999988555908,4,4,4,444,Lost Cheap Passenger
00d0b4bbd9,89,67,199.44999611377708,2,1,1,211,Loyal Passenger
00e0400895,101,6,29.60999965667724,4,3,2,432,Other
00f2d23dbb,87,13,30.08999931812285,1,2,2,122,Recent Passenger
0106b43efa,89,51,176.2299970388412,2,1,1,211,Loyal Passenger
01142b34fc,89,6,21.86999988555908,2,3,2,232,Other
01156f3426,113,2,10.0,4,4,3,443,Other
01181dda59,88,14,53.83999919891357,2,1,1,211,Loyal Passenger
0121f51e14,105,3,9.73999977111816,4,3,3,433,Other
012841bde7,88,4,15.48999977111816,2,3,3,233,Other
0131e82e92,86,2,4.61999988555908,1,4,4,144,Recent Passenger
0146d65339,49,3,18.5,1,3,3,133,Recent Passenger
014ea308b1,86,22,68.96999943256377,1,1,1,111,Best Passenger
014eba6cea,113,1,4.11999988555908,4,4,4,444,Lost Cheap Passenger
015072c8a3,97,3,10.36999988555908,4,3,3,433,Other
01525e6749,90,14,77.22999954223633,2,1,1,211,Loyal Passenger
01644ae638,88,39,182.64999783039087,2,1,1,211,Loyal Passenger
0164ce4e7e,90,9,32.489999771118164,2,2,2,222,Other
016c7fc4a5,115,2,7.5,4,4,4,444,Lost Cheap Passenger
0171ca4dbf,88,10,40.859999656677246,2,2,2,222,Other
0179ff3d7f,91,3,18.87000000476837,3,3,3,333,Other
017d19b7bf,87,16,55.96999931335448,1,1,1,111,Best Passenger
017ecf2ea0,95,3,12.11999988555908,3,3,3,333,Other
018a068c3a,95,3,8.0,3,3,4,334,Other
018af59613,95,1,4.11999988555908,3,4,4,344,Other
019bf2bd44,88,13,40.58999931812286,2,2,2,222,Other
019c286c79,97,1,4.25,4,4,4,444,Lost Cheap Passenger
019f700f9a,86,10,28.98999977111816,1,2,2,122,Recent Passenger
01c1bfd369,87,5,21.10999965667724,1,3,2,132,Recent Passenger
01ca3173aa,87,37,161.66999816894528,1,1,1,111,Best Passenger
01d92738bb,91,5,15.73999977111816,3,3,3,333,Other
01f66ff81e,94,2,6.75,3,4,4,344,Other
01f70eaf95,93,3,9.36999988555908,3,3,3,333,Other
01fe0deabe,99,5,12.73999989032745,4,3,3,433,Other
0201163901,90,9,24.47999966144561,2,2,2,222,Other
02174cfa7d,95,2,9.869999885559078,3,4,3,343,Other
021ab93f48,86,15,46.45999908447264,1,1,1,111,Best Passenger
022c64b53d,115,1,4.36999988555908,4,4,4,444,Lost Cheap Passenger
0236fd7b69,91,2,7.11999988555908,3,4,4,344,Other
023c4e7635,89,28,84.68999862670897,2,1,1,211,Loyal Passenger
023cf5bd1c,87,2,7.2399997711181605,1,4,4,144,Recent Passenger
0244417d42,88,13,49.82999908924102,2,2,1,221,Big Spenders
0245ff43d0,88,16,33.59999954700469,2,1,2,212,Loyal Passenger
0246de3f75,89,7,21.739999771118164,2,2,2,222,Other
024f19cc83,86,22,56.5799992084503,1,1,1,111,Best Passenger
026a24feb1,99,1,2.0,4,4,4,444,Lost Cheap Passenger
027eb062e7,91,10,43.22999954223632,3,2,1,321,Big Spenders
029707835a,86,4,7.98999989032745,1,3,4,134,Recent Passenger
02988afdc8,88,5,20.75,2,3,2,232,Other
029932a0c0,86,16,71.21999931335448,1,1,1,111,Best Passenger
02a38f2150,88,7,20.98999977111816,2,2,2,222,Other
02a6fa5243,86,25,76.72999954223633,1,1,1,111,Best Passenger
02ab99f830,93,6,13.85999977588653,3,3,3,333,Other
02ce2a5ac6,98,2,3.5,4,4,4,444,Lost Cheap Passenger
02ce308cd0,100,5,15.11999988555908,4,3,3,433,Other
02d2f81f91,92,6,23.5,3,3,2,332,Other
02d49d5b20,108,1,4.5,4,4,4,444,Lost Cheap Passenger
02e0de2f3d,90,17,43.5799992084503,2,1,1,211,Loyal Passenger
02f1c9e1e3,97,3,9.36999988555908,4,3,3,433,Other
02fc854020,93,5,15.35999965667724,3,3,3,333,Other
02ff1ed567,113,1,2.25,4,4,4,444,Lost Cheap Passenger
03025d88d4,100,2,4.61999988555908,4,4,4,444,Lost Cheap Passenger
030bb8d049,116,1,3.1199998855590803,4,4,4,444,Lost Cheap Passenger
030c65782a,1,11,35.97999966144561,1,2,2,122,Recent Passenger
030e7fd010,86,20,79.70999908447264,1,1,1,111,Best Passenger
03142f6974,93,1,1.87000000476837,3,4,4,344,Other
031c2d65d4,86,8,28.72999954223632,1,2,2,122,Recent Passenger
031cb0a4c1,87,10,26.23999977111816,1,2,2,122,Recent Passenger
032dc73b09,87,5,16.869999885559082,1,3,3,133,Recent Passenger
0339074a48,108,1,4.5,4,4,4,444,Lost Cheap Passenger
0349c2c8e0,92,4,14.35999965667724,3,3,3,333,Other
0355794634,87,8,36.35999965667724,1,2,2,122,Recent Passenger
036136931d,88,2,9.5,2,4,3,243,Other
036be5a31d,106,1,1.87000000476837,4,4,4,444,Lost Cheap Passenger
037030cfbf,111,1,2.25,4,4,4,444,Lost Cheap Passenger
037f2709ca,86,4,27.23999977111818,1,3,2,132,Recent Passenger
0385ef037f,105,4,15.619999885559078,4,3,3,433,Other
039cbc72e6,105,2,4.87000000476837,4,4,4,444,Lost Cheap Passenger
03a5f50cbf,116,1,2.5,4,4,4,444,Lost Cheap Passenger
03ad57e20c,89,9,32.72999954223632,2,2,2,222,Other
03c34b9411,88,7,17.85999977588653,2,2,3,223,Other
03d6abd42d,88,21,62.849999547004685,2,1,1,211,Loyal Passenger
03dd470ba1,87,29,121.92999839782712,1,1,1,111,Best Passenger
03dfef8476,89,8,18.96999931335448,2,2,3,223,Other
03e41bc0b3,90,4,11.85999965667724,2,3,3,233,Other
03ee2b9e13,116,1,7.25,4,4,4,444,Lost Cheap Passenger
03efcccdab,89,16,64.08999919891356,2,1,1,211,Loyal Passenger
03efe85ad0,88,4,17.36999988555908,2,3,3,233,Other
0403d96e79,91,5,13.23999977111816,3,3,3,333,Other
0410f22ff2,99,1,1.87000000476837,4,4,4,444,Lost Cheap Passenger
04182a07b8,92,2,5.36999988555908,3,4,4,344,Other
04242c5ecc,87,3,8.36999988555908,1,3,3,133,Recent Passenger
0434a98c68,88,10,41.469999313354485,2,2,2,222,Other
0436d3305d,106,4,16.98999989032745,4,3,3,433,Other
04381968fe,89,5,14.5,2,3,3,233,Other
043fc6d93c,86,1,1.12000000476837,1,4,4,144,Recent Passenger
04405422f6,93,2,10.11999988555908,3,4,3,343,Other
0448e79d3c,89,70,191.74999749660486,2,1,1,211,Loyal Passenger
044b355d1d,116,1,2.5,4,4,4,444,Lost Cheap Passenger
0453e2b1ad,100,6,20.85999965667724,4,3,2,432,Other
04557a491a,93,1,2.61999988555908,3,4,4,344,Other
0459cd788b,88,2,8.11999988555908,2,4,4,244,Other
045e27b655,94,4,18.369999885559082,3,3,3,333,Other
04613de4fd,86,2,14.989999771118159,1,4,3,143,Recent Passenger
04629af8b5,89,5,24.47999966144561,2,3,2,232,Other
04640a3cd1,87,5,24.109999775886536,1,3,2,132,Recent Passenger
046b90513e,115,1,2.0,4,4,4,444,Lost Cheap Passenger
046bed863b,89,11,30.10999965667724,2,2,2,222,Other
046fe52113,97,3,7.48999989032745,4,3,4,434,Other
0472c8e215,113,1,3.75,4,4,4,444,Lost Cheap Passenger
0474efd1e5,96,7,13.87000000476837,3,2,3,323,Other
04756f7db9,97,7,14.98999989032745,4,2,3,423,Other
0485d330fc,89,36,102.79999840259549,2,1,1,211,Loyal Passenger
0488dec9ee,96,1,1.87000000476837,3,4,4,344,Other
0489f83acc,88,21,57.06999886035918,2,1,1,211,Loyal Passenger
048f1f722c,93,1,1.75,3,4,4,344,Other
048fe1664e,90,6,14.5999994277954,2,3,3,233,Other
04942365af,89,4,11.60999965667724,2,3,3,233,Other
04951c170d,88,1,5.0,2,4,4,244,Other
049908513c,106,1,2.11999988555908,4,4,4,444,Lost Cheap Passenger
049bf96103,86,9,32.739999771118164,1,2,2,122,Recent Passenger
049c898ca9,86,39,125.50999736785884,1,1,1,111,Best Passenger
04a37c7383,88,1,2.5,2,4,4,244,Other
04aca3e477,86,20,66.95999908447264,1,1,1,111,Best Passenger
04ad78a987,97,3,14.109999656677239,4,3,3,433,Other
04b5c491df,90,7,23.10999965667724,2,2,2,222,Other
04b8fee4f4,88,8,28.47999954223632,2,2,2,222,Other
04bf7bdb45,88,8,20.849999547004693,2,2,2,222,Other
04c8681f87,88,10,28.599999785423268,2,2,2,222,Other
04c90d0b71,87,15,66.09999942779541,1,1,1,111,Best Passenger
04d60ce244,108,1,2.36999988555908,4,4,4,444,Lost Cheap Passenger
04db8a119a,86,17,67.579999089241,1,1,1,111,Best Passenger
04dcb2bc79,87,23,55.339999437332146,1,1,1,111,Best Passenger
04f3c0841c,106,1,3.1199998855590803,4,4,4,444,Lost Cheap Passenger
050580d881,91,1,2.5,3,4,4,344,Other
050e3bf554,87,4,16.85999965667724,1,3,3,133,Recent Passenger
050f0bd3e9,108,1,4.5,4,4,4,444,Lost Cheap Passenger
051c71ca12,92,5,13.239999771118159,3,3,3,333,Other
0530cf15da,93,3,6.48999977111816,3,3,4,334,Other
053b3e2a04,86,41,116.59999728202814,1,1,1,111,Best Passenger
054044bbb3,113,4,18.11999988555908,4,3,3,433,Other
05421243aa,100,4,14.25,4,3,3,433,Other
054586534a,88,7,18.97999966144561,2,2,3,223,Other
054c774f63,88,8,28.48999977111816,2,2,2,222,Other
0553203a66,91,5,25.619999885559082,3,3,2,332,Other
0556088388,87,24,73.17999851703641,1,1,1,111,Best Passenger
05593e47f1,88,15,57.969999313354485,2,1,1,211,Loyal Passenger
0565352d66,88,13,38.959999203681924,2,2,2,222,Other
056ad0d3b8,87,10,27.849999427795403,1,2,2,122,Recent Passenger
056e6f80f7,93,1,2.5,3,4,4,344,Other
0576ce8b55,86,16,40.21999943256377,1,1,2,112,Recent Passenger
0578af700c,90,18,55.079998970031724,2,1,1,211,Loyal Passenger
057ca2585c,88,14,46.0999994277954,2,1,1,211,Loyal Passenger
0587f8808f,88,4,11.75,2,3,3,233,Other
0588c9eba0,88,2,5.11999988555908,2,4,4,244,Other
058b6136c4,88,3,9.73999977111816,2,3,3,233,Other
058d18dc04,89,5,16.369999885559082,2,3,3,233,Other
059256b62c,87,33,132.30999851226807,1,1,1,111,Best Passenger
05933d2350,87,1,4.36999988555908,1,4,4,144,Recent Passenger
05996b3a58,92,9,28.22999954223632,3,2,2,322,Other
05b2a86ad6,86,9,36.729999542236314,1,2,2,122,Recent Passenger
05c2ec5862,86,26,89.95999920368193,1,1,1,111,Best Passenger
05c76df282,89,26,95.79999840259549,2,1,1,211,Loyal Passenger
05c8d2deef,93,5,17.72999954223632,3,3,3,333,Other
05cd6ae64c,108,1,6.869999885559079,4,4,4,444,Lost Cheap Passenger
05dbbb64ca,90,4,16.119999885559082,2,3,3,233,Other
05e30afecf,91,10,32.099999427795396,3,2,2,322,Other
05edad6cfa,86,3,11.86999988555908,1,3,3,133,Recent Passenger
05ef90c6a0,90,25,72.17999851703641,2,1,1,211,Loyal Passenger
05f6664e90,87,39,134.55999851226804,1,1,1,111,Best Passenger
05febdff7d,98,26,55.33999943733214,4,1,1,411,Lost Passenger
05fff14ce9,95,5,12.23999977111816,3,3,3,333,Other
060a8dca5c,94,1,3.0,3,4,4,344,Other
06126233a7,88,3,10.23999977111816,2,3,3,233,Other
0613ee2fa6,109,1,5.369999885559079,4,4,4,444,Lost Cheap Passenger
061c099c49,90,1,3.0,2,4,4,244,Other
062adc33de,87,9,22.73999977111816,1,2,2,122,Recent Passenger
06337abbd2,102,1,3.75,4,4,4,444,Lost Cheap Passenger
0638d03eba,86,5,10.48999977111816,1,3,3,133,Recent Passenger
063dd587fb,87,17,88.70999908447264,1,1,1,111,Best Passenger
0642dc604c,94,3,6.0,3,3,4,334,Other
0651527289,94,3,5.73999989032745,3,3,4,334,Other
0658812628,109,2,4.86999988555908,4,4,4,444,Lost Cheap Passenger
06651e475c,86,27,86.07999897003172,1,1,1,111,Best Passenger
0665e25486,95,5,25.359999656677235,3,3,2,332,Other
067ee7a8a4,86,35,119.03999841213223,1,1,1,111,Best Passenger
0683db8543,114,1,3.5,4,4,4,444,Lost Cheap Passenger
069061fda6,89,14,39.969999313354485,2,1,2,212,Loyal Passenger
069bacb860,92,12,29.839999198913556,3,2,2,322,Other
06aa30e0cf,90,9,30.739999771118164,2,2,2,222,Other
06b75dd2c3,88,13,74.46999931335448,2,2,1,221,Big Spenders
06bf1b8bb2,94,1,4.5,3,4,4,344,Other
06c29ed8d8,96,3,15.619999885559078,3,3,3,333,Other
06cdadb8a8,86,13,50.60999965667724,1,2,1,121,Recent Passenger
06ce986377,89,39,126.51999771594998,2,1,1,211,Loyal Passenger
06d393fdf7,94,5,15.61999988555908,3,3,3,333,Other
06d3f26d5a,86,32,96.43999898433682,1,1,1,111,Best Passenger
06d97dad47,92,2,8.23999977111816,3,4,4,344,Other
06dc2e9a4f,97,1,5.619999885559079,4,4,4,444,Lost Cheap Passenger
06e88d4988,28,10,24.849999547004693,1,2,2,122,Recent Passenger
06ec2cae07,90,1,2.5,2,4,4,244,Other
06f41ccfd9,110,23,64.9499989748001,4,1,1,411,Lost Passenger
06f8466dd1,90,1,2.36999988555908,2,4,4,244,Other
06fbd1fa3a,88,5,13.98999977111816,2,3,3,233,Other
06ff178c72,87,6,24.109999775886532,1,3,2,132,Recent Passenger
0705751aef,86,41,158.68999874591827,1,1,1,111,Best Passenger
0709e49906,107,1,5.25,4,4,4,444,Lost Cheap Passenger
070b15239d,90,15,64.46999931335449,2,1,1,211,Loyal Passenger
070f1fd483,91,1,1.75,3,4,4,344,Other
071168b6c3,112,5,17.23999977111816,4,3,3,433,Other
07219e763b,90,32,87.41999816894528,2,1,1,211,Loyal Passenger
0726b822fb,86,41,155.79999840259552,1,1,1,111,Best Passenger
07277dc802,86,4,16.119999885559082,1,3,3,133,Recent Passenger
07297e3662,89,10,59.58999919891356,2,2,1,221,Big Spenders
0740b40a27,88,4,12.36999988555908,2,3,3,233,Other
074181abc9,92,2,7.0,3,4,4,344,Other
07497a1a0c,88,9,28.97999954223632,2,2,2,222,Other
074d980c4c,86,1,3.25,1,4,4,144,Recent Passenger
074fde3552,90,20,50.219999790191636,2,1,1,211,Loyal Passenger
0758af988c,90,5,17.48999977111816,2,3,3,233,Other
075b0c514c,100,1,2.61999988555908,4,4,4,444,Lost Cheap Passenger
075db75e15,90,8,28.22999954223632,2,2,2,222,Other
07697486c7,86,14,56.58999931812285,1,1,1,111,Best Passenger
07764c2d50,86,20,60.8299992084503,1,1,1,111,Best Passenger
077a31b83e,91,5,34.5,3,3,2,332,Other
0783955060,95,3,5.37000000476837,3,3,4,334,Other
07979c843e,88,1,3.5,2,4,4,244,Other
079d675aa0,109,4,9.5,4,3,3,433,Other
079fa7a065,94,2,3.5,3,4,4,344,Other
07a5c578d6,89,27,86.44999921321866,2,1,1,211,Loyal Passenger
07a75fa761,88,16,63.719999432563775,2,1,1,211,Loyal Passenger
07aa16b6b8,89,8,34.60999965667724,2,2,2,222,Other
07b47fe387,87,13,40.8499994277954,1,2,2,122,Recent Passenger
07b5d8a35e,87,12,73.58999919891356,1,2,1,121,Recent Passenger
07bdc83d3c,110,1,4.36999988555908,4,4,4,444,Lost Cheap Passenger
07c51f89fd,91,1,2.0,3,4,4,344,Other
07cad31aca,100,7,48.48999977111818,4,2,1,421,Big Spenders
07cdb84b6b,93,5,19.75,3,3,2,332,Other
07ce41e5e1,88,13,46.849999427795396,2,2,1,221,Big Spenders
07db2b8aa6,107,4,16.73999977111816,4,3,3,433,Other
07dfd98cca,95,7,21.979999542236317,3,2,2,322,Other
07f1baf1bd,89,41,105.8099989891052,2,1,1,211,Loyal Passenger
07f43c8fc1,107,1,2.11999988555908,4,4,4,444,Lost Cheap Passenger
07f50873d6,87,3,8.61999988555908,1,3,3,133,Recent Passenger
07fa4ef013,88,32,80.42999875545499,2,1,1,211,Loyal Passenger
0803b8dc55,88,15,36.099999427795396,2,1,2,212,Loyal Passenger
080890a5d5,94,8,25.60999965667724,3,2,2,322,Other
080c40c1da,87,37,99.31999897956845,1,1,1,111,Best Passenger
080cff7c43,87,24,62.579999089241014,1,1,1,111,Best Passenger
080de6f5fc,89,20,87.32999897003171,2,1,1,211,Loyal Passenger
08132a7d68,87,7,33.739999771118164,1,2,2,122,Recent Passenger
0822adb02e,106,2,6.11999988555908,4,4,4,444,Lost Cheap Passenger
082d83b3e5,90,18,92.43999862670896,2,1,1,211,Loyal Passenger
082de17a93,88,8,40.989999771118164,2,2,2,222,Other
083697310f,92,2,4.9899997711181605,3,4,4,344,Other
083b2829fe,86,1,3.3699998855590803,1,4,4,144,Recent Passenger
08408bbdc6,87,4,8.61999988555908,1,3,3,133,Recent Passenger
0842f616f2,92,2,3.37000000476837,3,4,4,344,Other
084609508f,98,2,5.61999988555908,4,4,4,444,Lost Cheap Passenger
0849ed4999,89,37,128.9299986362457,2,1,1,211,Loyal Passenger
0861d2c148,90,9,33.08999919891356,2,2,2,222,Other
086ff6b299,89,7,22.729999542236317,2,2,2,222,Other
0877f6bb29,98,1,5.619999885559079,4,4,4,444,Lost Cheap Passenger
0878f0a631,102,1,2.11999988555908,4,4,4,444,Lost Cheap Passenger
087cd13b16,96,3,14.48999977111816,3,3,3,333,Other
087e9a35a8,87,13,55.47999954223632,1,2,1,121,Recent Passenger
0883aef704,111,5,16.98999977111816,4,3,3,433,Other
08871ab8dc,92,1,3.75,3,4,4,344,Other
0896916ec8,88,1,7.619999885559079,2,4,4,244,Other
089b093ea9,86,9,51.83999919891356,1,2,1,121,Recent Passenger
089e5c03e9,89,5,17.23999977111816,2,3,3,233,Other
08a76ab6a8,87,3,15.119999885559078,1,3,3,133,Recent Passenger
08aae2bdc9,87,18,45.31999874114989,1,1,1,111,Best Passenger
08ad4c1c5f,88,8,21.83999919891356,2,2,2,222,Other
08b7c1f5ff,92,6,25.729999542236317,3,3,2,332,Other
08bac5b176,99,1,2.75,4,4,4,444,Lost Cheap Passenger
08bdf78139,108,1,4.0,4,4,4,444,Lost Cheap Passenger
08bfbc7078,86,24,78.17999851703641,1,1,1,111,Best Passenger
08c761e0b6,100,19,46.469999313354485,4,1,1,411,Lost Passenger
08c9096fc7,116,1,3.3699998855590803,4,4,4,444,Lost Cheap Passenger
08ca77ef98,86,34,111.8099988698959,1,1,1,111,Best Passenger
08d328d8bb,91,27,100.52999782562253,3,1,1,311,Almost Lost Passenger
08d498d704,92,2,4.11999988555908,3,4,4,344,Other
08dade409d,89,3,8.23999977111816,2,3,4,234,Other
08dc9ba574,89,17,86.33999919891356,2,1,1,211,Loyal Passenger
08ddf33529,90,3,7.25,2,3,4,234,Other
08e013dc14,93,7,20.23999989032745,3,2,2,322,Other
08e7636aa7,103,8,22.10999965667724,4,2,2,422,Other
08f3520971,111,5,18.73999977111816,4,3,3,433,Other
08f6ce6848,88,45,177.89999771118158,2,1,1,211,Loyal Passenger
0902274153,89,22,90.1999988555908,2,1,1,211,Loyal Passenger
0926815f48,95,24,100.71000003814696,3,1,1,311,Almost Lost Passenger
09283c5f73,93,6,17.10999965667724,3,3,3,333,Other
09291f423e,92,3,6.37000000476837,3,3,4,334,Other
093d318945,91,13,46.329998970031724,3,2,1,321,Big Spenders
0947bd9646,87,10,32.33999931812285,1,2,2,122,Recent Passenger
094ce9a223,111,5,19.73999977111816,4,3,2,432,Other
0950d44961,94,1,2.75,3,4,4,344,Other
0951cbe061,87,18,58.5999994277954,1,1,1,111,Best Passenger
0957dabdf8,91,3,5.25,3,3,4,334,Other
09600589e4,90,3,7.86999988555908,2,3,4,234,Other
096522c414,88,9,19.97999966144561,2,2,2,222,Other
0970021689,93,3,5.86999988555908,3,3,4,334,Other
0975c20e00,87,41,117.03999805450437,1,1,1,111,Best Passenger
098a2c6acb,86,13,46.0799992084503,1,2,1,121,Recent Passenger
098bd80b1e,111,4,11.73999977111816,4,3,3,433,Other
099006afe6,86,24,69.33999919891355,1,1,1,111,Best Passenger
099690980d,115,1,2.5,4,4,4,444,Lost Cheap Passenger
099700a4ae,86,7,22.9799997806549,1,2,2,122,Recent Passenger
09a6bed1e6,108,1,3.1199998855590803,4,4,4,444,Lost Cheap Passenger
09aa3abae2,87,54,155.65999829769132,1,1,1,111,Best Passenger
09aeb88e4d,87,9,39.8499994277954,1,2,2,122,Recent Passenger
09c0ef47db,88,6,17.98999977111816,2,3,3,233,Other
09c60cfcb3,86,14,37.829999327659586,1,1,2,112,Recent Passenger
09cc78d640,92,1,2.8699998855590803,3,4,4,344,Other
09e2d18833,94,10,23.3499994277954,3,2,2,322,Other
09e5383393,100,2,6.61999988555908,4,4,4,444,Lost Cheap Passenger
09ec521325,96,3,6.36999988555908,3,3,4,334,Other
09f5b915e9,90,18,50.95999932289122,2,1,1,211,Loyal Passenger
09f8c9cbfb,89,12,48.22999954223632,2,2,1,221,Big Spenders
0a008db071,108,4,7.86999988555908,4,3,4,434,Other
0a02d33930,94,3,15.23999977111816,3,3,3,333,Other
0a05fd366b,109,2,11.75,4,4,3,443,Other
0a0a1a0165,95,12,31.739999771118164,3,2,2,322,Other
0a0b0d23d7,89,10,45.96999931335448,2,2,1,221,Big Spenders
0a0c7be1b6,113,6,17.48999977111816,4,3,3,433,Other
0a0ce01a8c,92,5,10.73999977111816,3,3,3,333,Other
0a0e2d3ed8,112,3,11.739999771118159,4,3,3,433,Other
0a10acf1ef,93,6,16.869999885559082,3,3,3,333,Other
0a25de63c0,87,9,34.859999656677246,1,2,2,122,Recent Passenger
0a26574846,88,17,76.33999919891355,2,1,1,211,Loyal Passenger
0a29485a9f,86,12,37.85999965667724,1,2,2,122,Recent Passenger
0a3e9a5ef9,91,4,12.0,3,3,3,333,Other
0a43a5db9a,94,3,13.48999977111816,3,3,3,333,Other
0a476a12e4,89,8,30.22999954223632,2,2,2,222,Other
0a5be0525d,91,15,44.70999920368193,3,1,1,311,Almost Lost Passenger
0a5d43f78b,107,1,4.0,4,4,4,444,Lost Cheap Passenger
0a60453c89,95,24,53.20999932289122,3,1,1,311,Almost Lost Passenger
0a6eff8635,95,3,8.86999988555908,3,3,3,333,Other
0a7b446576,89,11,37.72999954223632,2,2,2,222,Other
0a805b1667,86,15,30.839999556541432,1,1,2,112,Recent Passenger
0a95de614a,88,5,17.60999965667724,2,3,3,233,Other
0a9f1af165,93,5,22.98999977111818,3,3,2,332,Other
0aa7cbfe23,86,15,52.83999919891356,1,1,1,111,Best Passenger
0aa9545131,110,1,2.8699998855590803,4,4,4,444,Lost Cheap Passenger
0aba48ec25,89,50,191.2799979448318,2,1,1,211,Loyal Passenger
0ac7a15d3b,93,5,15.60999965667724,3,3,3,333,Other
0ac99a4345,88,2,6.0,2,4,4,244,Other
0aca2f77e9,93,4,23.25,3,3,2,332,Other
0acab43aaa,115,1,3.75,4,4,4,444,Lost Cheap Passenger
0ad78ed4d8,86,5,16.48999977111816,1,3,3,133,Recent Passenger
0add6a515e,94,2,3.5,3,4,4,344,Other
0ae060355f,88,41,125.36999738216394,2,1,1,211,Loyal Passenger
0ae790277e,91,6,24.25,3,3,2,332,Other
0aea582932,87,2,5.75,1,4,4,144,Recent Passenger
0af182a5cc,92,1,4.0,3,4,4,344,Other
0af5380ac4,86,9,27.599999547004693,1,2,2,122,Recent Passenger
0b0128c7d4,87,3,5.36999988555908,1,3,4,134,Recent Passenger
0b0a17e5cd,89,16,51.099999427795396,2,1,1,211,Loyal Passenger
0b18d60465,89,1,7.369999885559079,2,4,4,244,Other
0b2049cdf6,113,1,5.619999885559079,4,4,4,444,Lost Cheap Passenger
0b3802f62b,92,4,8.5,3,3,3,333,Other
0b3dcb990c,98,1,3.0,4,4,4,444,Lost Cheap Passenger
0b4a6e61ed,86,5,14.10999965667724,1,3,3,133,Recent Passenger
0b6459de82,96,14,46.95999920368193,3,1,1,311,Almost Lost Passenger
0b686f89d9,91,14,26.849999785423268,3,1,2,312,Loyal Passenger
0b6c77b8f8,89,7,16.369999885559082,2,2,3,223,Other
0b7358bff6,89,3,10.98999977111816,2,3,3,233,Other
0b74efa313,88,10,33.0999994277954,2,2,2,222,Other
0b7b5456de,92,5,21.10999965667724,3,3,2,332,Other
0b84795dc7,96,4,15.61999988555908,3,3,3,333,Other
0b90c1c5e4,88,2,11.75,2,4,3,243,Other
0b9de4989f,92,30,87.80999875068662,3,1,1,311,Almost Lost Passenger
0b9e9f4a14,86,22,103.57999897003172,1,1,1,111,Best Passenger
0bac3e47a1,93,1,8.86999988555908,3,4,3,343,Other
0bc18ef681,86,9,20.47999966144561,1,2,2,122,Recent Passenger
0bc262e063,114,4,12.11999988555908,4,3,3,433,Other
0bc547d1ef,86,50,164.64999806880945,1,1,1,111,Best Passenger
0bc6471e75,93,1,1.75,3,4,4,344,Other
0bd169bf46,89,12,79.57999908924103,2,2,1,221,Big Spenders
0be5df55c4,87,19,48.95999920368193,1,1,1,111,Best Passenger
0bf77ee771,87,11,36.84999966621398,1,2,2,122,Recent Passenger
0bfd840c73,100,6,33.099999427795396,4,3,2,432,Other
0c05f92f67,88,28,79.80999851226805,2,1,1,211,Loyal Passenger
0c13fd3615,89,10,52.60999965667726,2,2,1,221,Big Spenders
0c1de9f3bf,86,32,117.05999851226804,1,1,1,111,Best Passenger
0c23a12226,90,1,3.1199998855590803,2,4,4,244,Other
0c31602e5a,88,26,75.1999989748001,2,1,1,211,Loyal Passenger
0c3d9f7071,94,1,2.5,3,4,4,344,Other
0c3f17ec0a,104,2,4.36999988555908,4,4,4,444,Lost Cheap Passenger
