id_passenger,recency,frequency,monetary_value,R_Quartile,F_Quartile,M_Quartile,RFMClass,Segment
81700790c0,95,2,10.369999885559078,3,4,3,343,Other
8184383b75,102,2,5.61999988555908,4,4,4,444,Lost Cheap Passenger
8187792a11,90,25,72.95999908447264,2,1,1,211,Loyal Passenger
818beb6766,91,2,10.0,3,4,3,343,Other
81917f604b,91,4,16.22999954223632,3,3,3,333,Other
819f1a7fa4,88,18,39.60999965667724,2,1,2,212,Loyal Passenger
819f482a76,88,4,5.49000000953674,2,3,4,234,Other
819f4a19c9,88,28,71.15999805927274,2,1,1,211,Loyal Passenger
81a0b90440,112,1,5.369999885559079,4,4,4,444,Lost Cheap Passenger
81a6a380bc,95,6,18.73999989032745,3,3,3,333,Other
81aaa6461c,101,1,1.87000000476837,4,4,4,444,Lost Cheap Passenger
81b37610cd,86,10,34.10999965667724,1,2,2,122,Recent Passenger
81b5350984,92,2,4.36999988555908,3,4,4,344,Other
81b5e7ec13,86,8,38.60999965667724,1,2,2,122,Recent Passenger
81c5a555b1,105,4,15.86999988555908,4,3,3,433,Other
81cf8950a6,86,30,95.5499982833862,1,1,1,111,Best Passenger
81d047928b,93,5,14.23999989032745,3,3,3,333,Other
81d35fd4e7,102,3,7.98999977111816,4,3,4,434,Other
81d7a8fc5d,89,13,33.46999931335448,2,2,2,222,Other
81d7e695af,107,1,3.1199998855590803,4,4,4,444,Lost Cheap Passenger
81dd8f6cec,107,1,4.61999988555908,4,4,4,444,Lost Cheap Passenger
81df79ee81,89,3,13.23999977111816,2,3,3,233,Other
81e372353d,114,1,3.5,4,4,4,444,Lost Cheap Passenger
81e66e2453,87,2,4.25,1,4,4,144,Recent Passenger
81e8b566bf,93,4,8.61999988555908,3,3,3,333,Other
81edd4a526,111,3,10.98999989032745,4,3,3,433,Other
81f7bc8ea6,107,5,13.10999965667724,4,3,3,433,Other
82049a493b,93,2,9.11999988555908,3,4,3,343,Other
82054fb9b6,89,8,24.8499994277954,2,2,2,222,Other
820eba2acd,94,3,12.75,3,3,3,333,Other
8214188657,86,7,26.979999542236317,1,2,2,122,Recent Passenger
82158d3a85,87,2,5.4899997711181605,1,4,4,144,Recent Passenger
82171ac762,98,1,6.369999885559079,4,4,4,444,Lost Cheap Passenger
821b132faa,86,1,3.8699998855590803,1,4,4,144,Recent Passenger
822612f294,87,10,37.08999919891356,1,2,2,122,Recent Passenger
8227914c08,95,2,4.0,3,4,4,344,Other
8236cf9979,86,9,28.969999313354485,1,2,2,122,Recent Passenger
8254cc5775,103,2,5.86999988555908,4,4,4,444,Lost Cheap Passenger
825903f982,92,10,28.35999977588653,3,2,2,322,Other
825dc33234,89,8,18.10999977588653,2,2,3,223,Other
82634affbe,88,4,9.23999989032745,2,3,3,233,Other
826957fe37,88,10,34.109999656677246,2,2,2,222,Other
8269a54ada,88,3,12.61999988555908,2,3,3,233,Other
827141d1b3,91,9,28.349999427795403,3,2,2,322,Other
8276e86fbd,86,8,20.23999977111816,1,2,2,122,Recent Passenger
827c7ac5cd,93,4,15.369999885559078,3,3,3,333,Other
8285e1cb1e,90,2,7.5,2,4,4,244,Other
8289f0955c,98,1,2.8699998855590803,4,4,4,444,Lost Cheap Passenger
829116d6b5,86,13,37.58999931812286,1,2,2,122,Recent Passenger
82916f8faa,89,7,23.72999954223632,2,2,2,222,Other
8295d151ea,86,7,23.72999966144561,1,2,2,122,Recent Passenger
829fe2e98c,88,12,59.719999313354485,2,2,1,221,Big Spenders
82a6912f5f,102,1,2.75,4,4,4,444,Lost Cheap Passenger
82a9077083,86,6,22.489999771118164,1,3,2,132,Recent Passenger
82aba724f2,88,16,58.82999897003172,2,1,1,211,Loyal Passenger
82b70ae498,90,1,1.75,2,4,4,244,Other
82b80225eb,89,8,18.60999965667724,2,2,3,223,Other
82b8f2af00,99,2,8.61999988555908,4,4,3,443,Other
82bac88354,86,19,106.83999919891355,1,1,1,111,Best Passenger
82c47ef9f0,93,8,23.22999954223632,3,2,2,322,Other
82c6a106b1,110,2,6.75,4,4,4,444,Lost Cheap Passenger
82cfe214ed,93,7,22.619999885559082,3,2,2,322,Other
82dbe61c80,86,5,18.85999965667724,1,3,3,133,Recent Passenger
82e054f718,98,7,28.969999313354485,4,2,2,422,Other
82e416827c,98,3,5.37000000476837,4,3,4,434,Other
82ee71aa79,89,3,13.36999988555908,2,3,3,233,Other
82f65f0140,89,26,63.449998855590806,2,1,1,211,Loyal Passenger
83049ed214,91,2,6.61999988555908,3,4,4,344,Other
831f2903da,95,5,20.47999954223632,3,3,2,332,Other
832272ffd8,89,9,27.48999977111816,2,2,2,222,Other
832587db80,87,14,42.8499994277954,1,1,1,111,Best Passenger
832fe36ae9,87,9,11.350000023841849,1,2,3,123,Recent Passenger
833b47f0a9,104,2,9.0,4,4,3,443,Other
83421c93da,86,14,51.3499994277954,1,1,1,111,Best Passenger
834bd964f2,87,4,12.23999977111816,1,3,3,133,Recent Passenger
834bdba0f2,90,12,44.97999954223632,2,2,1,221,Big Spenders
834d1b0272,98,1,3.1199998855590803,4,4,4,444,Lost Cheap Passenger
8355a6e515,89,12,56.099999427795396,2,2,1,221,Big Spenders
83595a6417,86,10,45.36999988555908,1,2,1,121,Recent Passenger
836b985f33,86,16,78.08999919891355,1,1,1,111,Best Passenger
83734c8c0f,95,2,7.239999890327449,3,4,4,344,Other
83736e4874,86,9,32.47999954223632,1,2,2,122,Recent Passenger
8376fd0f03,86,3,13.859999656677239,1,3,3,133,Recent Passenger
83781235cd,93,1,5.11999988555908,3,4,4,344,Other
837b2ef00c,89,28,105.18999862670896,2,1,1,211,Loyal Passenger
838cf551d5,86,2,5.12000000476837,1,4,4,144,Recent Passenger
838deb2c6d,86,4,11.229999542236321,1,3,3,133,Recent Passenger
8395d392ba,102,7,18.85999965667724,4,2,3,423,Other
839ed59f80,99,1,5.5,4,4,4,444,Lost Cheap Passenger
839f12a0b6,90,13,61.239999771118164,2,2,1,221,Big Spenders
83a9af5547,92,3,12.73999977111816,3,3,3,333,Other
83accd5e42,97,6,25.239999771118164,4,3,2,432,Other
83af5349cd,88,5,15.85999965667724,2,3,3,233,Other
83bf17e342,86,6,21.489999771118164,1,3,2,132,Recent Passenger
83bf7aa21e,107,1,3.0,4,4,4,444,Lost Cheap Passenger
83c954628d,102,3,11.98999977111816,4,3,3,433,Other
83d046279e,114,1,2.75,4,4,4,444,Lost Cheap Passenger
83d1cd2b5c,86,21,56.58999943733214,1,1,1,111,Best Passenger
83d74a6c47,86,14,35.37000000476837,1,1,2,112,Recent Passenger
83d8165d42,86,24,77.93999898433682,1,1,1,111,Best Passenger
83e3815b9e,94,7,25.599999427795403,3,2,2,322,Other
83e8f9d7c6,93,2,4.73999989032745,3,4,4,344,Other
8408800b65,91,6,27.359999656677246,3,3,2,332,Other
8408bf6da5,89,1,2.36999988555908,2,4,4,244,Other
840c210c19,104,2,5.61999988555908,4,4,4,444,Lost Cheap Passenger
84119e993d,90,8,31.10999965667724,2,2,2,222,Other
841684642f,106,4,7.86999988555908,4,3,4,434,Other
841b57a4e3,113,1,4.25,4,4,4,444,Lost Cheap Passenger
841e76b7ae,86,13,44.72999954223632,1,2,1,121,Recent Passenger
841f5ce4c6,87,2,3.5,1,4,4,144,Recent Passenger
841fd4c7f0,91,12,28.60999965667724,3,2,2,322,Other
8435e7ef61,93,50,136.1599984169006,3,1,1,311,Almost Lost Passenger
843d6c3af7,104,2,10.98999977111816,4,4,3,443,Other
843fe5ff6c,89,11,26.369999885559082,2,2,2,222,Other
8440ff95ac,91,16,47.1999988555908,3,1,1,311,Almost Lost Passenger
8448f74eba,57,23,73.68999862670897,1,1,1,111,Best Passenger
844e25a60c,87,1,3.75,1,4,4,144,Recent Passenger
844e89cb43,93,6,12.87000000476837,3,3,3,333,Other
8453f38214,82,11,32.60999965667724,1,2,2,122,Recent Passenger
845412e9b4,99,2,3.5,4,4,4,444,Lost Cheap Passenger
845cfe2454,93,7,19.099999666213982,3,2,3,323,Other
8462a35b8d,91,9,49.85999965667724,3,2,1,321,Big Spenders
8462c54444,90,4,13.229999542236321,2,3,3,233,Other
8465e2d680,112,2,7.5,4,4,4,444,Lost Cheap Passenger
846725e16a,88,23,128.8299989700317,2,1,1,211,Loyal Passenger
846c529855,95,4,24.60999965667724,3,3,2,332,Other
847954138d,92,2,9.119999885559078,3,4,3,343,Other
8482bb0542,88,11,33.47999954223632,2,2,2,222,Other
84862af90a,87,11,39.96999943256377,1,2,2,122,Recent Passenger
8492e79fc5,88,3,12.73999977111816,2,3,3,233,Other
84a827a0a4,94,7,29.48999977111816,3,2,2,322,Other
84b5b30257,90,17,66.71999955177307,2,1,1,211,Loyal Passenger
84c37c7d90,86,62,222.85999691486353,1,1,1,111,Best Passenger
84cb4ebd21,114,1,1.75,4,4,4,444,Lost Cheap Passenger
84d1f10006,86,17,61.33999919891357,1,1,1,111,Best Passenger
84d2cc9c52,86,7,30.869999885559082,1,2,2,122,Recent Passenger
84de552077,92,15,47.969999313354485,3,1,1,311,Almost Lost Passenger
84eac6effd,89,2,8.75,2,4,3,243,Other
84f3650fbe,86,28,70.82999908924101,1,1,1,111,Best Passenger
84f3968d1d,102,6,12.11999988555908,4,3,3,433,Other
84f70520b9,105,1,6.119999885559079,4,4,4,444,Lost Cheap Passenger
84f917afeb,86,12,60.83999931812285,1,2,1,121,Recent Passenger
84fe825869,115,1,1.87000000476837,4,4,4,444,Lost Cheap Passenger
85067456c7,98,2,4.36999988555908,4,4,4,444,Lost Cheap Passenger
85135bcbe7,109,2,9.5,4,4,3,443,Other
85193b563f,92,1,5.369999885559079,3,4,4,344,Other
851a07baa1,113,1,2.5,4,4,4,444,Lost Cheap Passenger
851f7369e1,89,32,109.92999851703641,2,1,1,211,Loyal Passenger
853816f6e7,92,12,35.719999313354485,3,2,2,322,Other
854d831167,93,4,27.619999885559082,3,3,2,332,Other
85546a3614,98,5,12.5,4,3,3,433,Other
8556db5b3c,90,10,31.21999943256377,2,2,2,222,Other
85592e01b1,86,19,53.949999094009385,1,1,1,111,Best Passenger
855e0720fe,89,6,23.619999885559082,2,3,2,232,Other
85658e5d9e,89,3,14.75,2,3,3,233,Other
856a000680,97,3,8.61999988555908,4,3,3,433,Other
856ce392a7,92,4,5.74000000953674,3,3,4,334,Other
8572f69ea0,102,4,16.75,4,3,3,433,Other
857512f402,86,7,21.479999542236317,1,2,2,122,Recent Passenger
85766c846c,49,7,26.23999977111816,1,2,2,122,Recent Passenger
8577e703e0,95,3,10.61999988555908,3,3,3,333,Other
857eb15089,108,3,17.119999885559082,4,3,3,433,Other
85839e20fd,92,3,11.61999988555908,3,3,3,333,Other
8584641b3f,99,3,8.11999988555908,4,3,4,434,Other
8588807532,17,10,28.97999954223632,1,2,2,122,Recent Passenger
8588afd70f,89,9,38.0999994277954,2,2,2,222,Other
85979f2c72,109,1,5.619999885559079,4,4,4,444,Lost Cheap Passenger
85a45facc5,86,14,45.33999943733214,1,1,1,111,Best Passenger
85afdfa473,86,2,8.119999885559078,1,4,4,144,Recent Passenger
85b4f40702,94,1,6.25,3,4,4,344,Other
85bcd96822,86,20,57.06999886035918,1,1,1,111,Best Passenger
85c2a4bd4d,86,17,47.20999920368193,1,1,1,111,Best Passenger
85c9fa66f8,86,5,12.10999965667724,1,3,3,133,Recent Passenger
85cf71a3cb,86,9,35.849999427795396,1,2,2,122,Recent Passenger
85d874a9f8,87,6,15.85999977588653,1,3,3,133,Recent Passenger
85da6ad740,86,14,32.459999084472635,1,1,2,112,Recent Passenger
85e8873fa4,92,4,12.10999965667724,3,3,3,333,Other
85e97e546c,91,6,38.60999965667726,3,3,2,332,Other
85f0bffe1e,88,4,10.60999965667724,2,3,3,233,Other
85f1d5984a,116,1,2.0,4,4,4,444,Lost Cheap Passenger
85f56d2d83,90,1,5.5,2,4,4,244,Other
85f8a1f087,94,3,9.61999988555908,3,3,3,333,Other
860a498f7d,86,7,34.479999542236314,1,2,2,122,Recent Passenger
86179aa79a,89,16,65.56999886035916,2,1,1,211,Loyal Passenger
861a619c87,91,3,11.989999771118159,3,3,3,333,Other
861d666ae4,90,52,181.90999794006342,2,1,1,211,Loyal Passenger
86228d3e13,86,4,9.61999988555908,1,3,3,133,Recent Passenger
8624d36802,101,1,3.25,4,4,4,444,Lost Cheap Passenger
862e723867,102,4,17.35999965667724,4,3,3,433,Other
863856bcbb,86,21,58.579998970031724,1,1,1,111,Best Passenger
864146ec0a,115,1,2.61999988555908,4,4,4,444,Lost Cheap Passenger
86437373c7,94,10,36.5999994277954,3,2,2,322,Other
8645a368e0,87,7,24.10999965667724,1,2,2,122,Recent Passenger
864a5819e7,91,6,26.60999965667724,3,3,2,332,Other
865d46da86,96,8,25.60999965667724,3,2,2,322,Other
86646e8b8b,90,1,5.25,2,4,4,244,Other
866f90deb3,110,1,2.61999988555908,4,4,4,444,Lost Cheap Passenger
8674cfdade,89,15,28.85999965667724,2,1,2,212,Loyal Passenger
867b25b7dc,88,24,98.19999885559079,2,1,1,211,Loyal Passenger
867dfd5e7e,88,6,17.72999954223632,2,3,3,233,Other
86818c4c56,113,1,2.8699998855590803,4,4,4,444,Lost Cheap Passenger
8683d87680,87,8,17.869999885559082,1,2,3,123,Recent Passenger
868651d32d,88,13,53.8499994277954,2,2,1,221,Big Spenders
869fa72a3e,94,5,11.75,3,3,3,333,Other
86ad0cef6d,94,5,24.73999977111816,3,3,2,332,Other
86af614503,92,2,5.11999988555908,3,4,4,344,Other
86b71e89e6,99,3,9.5,4,3,3,433,Other
86b8bc0af7,91,2,14.25,3,4,3,343,Other
86ba81a206,94,3,12.61999988555908,3,3,3,333,Other
86c7b6c51a,94,23,81.06999886035918,3,1,1,311,Almost Lost Passenger
86ca0f1b2a,86,23,121.08999919891355,1,1,1,111,Best Passenger
86ca79b7f8,101,1,1.75,4,4,4,444,Lost Cheap Passenger
86d1d6db50,86,55,199.1299972534179,1,1,1,111,Best Passenger
86d49eb37e,90,4,14.729999542236321,2,3,3,233,Other
86d50b2a25,91,19,50.08999943733214,3,1,1,311,Almost Lost Passenger
86eda643f2,94,1,4.5,3,4,4,344,Other
86f05a3476,93,9,29.72999954223632,3,2,2,322,Other
86f3832458,86,8,14.73999989032745,1,2,3,123,Recent Passenger
86faea3596,105,2,8.36999988555908,4,4,3,443,Other
86ffd88439,93,4,14.98999977111816,3,3,3,333,Other
87120b235f,86,10,35.719999313354485,1,2,2,122,Recent Passenger
871eb9114d,87,11,38.969999432563775,1,2,2,122,Recent Passenger
8725751939,87,6,16.22999954223632,1,3,3,133,Recent Passenger
8729a2c6c4,90,10,29.469999313354478,2,2,2,222,Other
872bf963d1,88,9,31.469999313354478,2,2,2,222,Other
873b308255,99,1,4.5,4,4,4,444,Lost Cheap Passenger
8740d70fc3,86,1,16.25,1,4,3,143,Recent Passenger
87463485db,114,2,9.0,4,4,3,443,Other
8750001101,86,17,44.70999908447264,1,1,1,111,Best Passenger
8755dddd0f,87,12,25.479999542236317,1,2,2,122,Recent Passenger
8756683e0c,94,26,70.94999933242795,3,1,1,311,Almost Lost Passenger
875685a885,86,8,42.96999931335448,1,2,1,121,Recent Passenger
8759376248,96,1,1.75,3,4,4,344,Other
875b92f2f6,93,3,16.73999977111816,3,3,3,333,Other
875d1d2ceb,88,29,80.0499982833862,2,1,1,211,Loyal Passenger
8762c86e6c,90,2,11.119999885559078,2,4,3,243,Other
8762d42f6b,94,3,7.609999656677241,3,3,4,334,Other
876f22b14f,99,4,13.61999988555908,4,3,3,433,Other
8778b448dc,95,3,8.11999988555908,3,3,4,334,Other
877ce44730,98,1,4.75,4,4,4,444,Lost Cheap Passenger
877e45c0f7,93,5,14.98999989032745,3,3,3,333,Other
8781c95e0b,96,5,12.36999988555908,3,3,3,333,Other
879069b9b2,91,19,64.4499988555908,3,1,1,311,Almost Lost Passenger
879e885db8,88,9,21.72999966144561,2,2,2,222,Other
87aa703342,86,15,66.82999897003174,1,1,1,111,Best Passenger
87aee2ab65,90,7,26.099999427795403,2,2,2,222,Other
87b0794950,103,1,6.25,4,4,4,444,Lost Cheap Passenger
87b3020a80,89,43,164.03999817371368,2,1,1,211,Loyal Passenger
87b92b67d5,88,19,55.33999931812285,2,1,1,211,Loyal Passenger
87bb754c68,92,2,9.11999988555908,3,4,3,343,Other
87c5fd4251,88,4,8.36999988555908,2,3,3,233,Other
87c83b4f2d,90,7,18.46999931335448,2,2,3,223,Other
87d00f22ae,89,1,5.11999988555908,2,4,4,244,Other
87d4db7f12,86,9,18.25,1,2,3,123,Recent Passenger
87eb6da74f,87,36,103.01999771594996,1,1,1,111,Best Passenger
87f5ff0dae,89,18,84.21999931335448,2,1,1,211,Loyal Passenger
87fe58492b,108,5,15.73999977111816,4,3,3,433,Other
8804fa94d2,87,3,5.98999989032745,1,3,4,134,Recent Passenger
881c94e602,88,11,48.22999954223633,2,2,1,221,Big Spenders
8822a52218,88,3,11.61999988555908,2,3,3,233,Other
8828ed84a2,91,8,27.97999954223632,3,2,2,322,Other
8832f8f0a8,86,27,142.18999874591825,1,1,1,111,Best Passenger
8835b2bd7a,91,2,3.5,3,4,4,344,Other
883b344df2,86,16,68.57999897003171,1,1,1,111,Best Passenger
8849767b22,100,1,3.6199998855590803,4,4,4,444,Lost Cheap Passenger
884af2e79c,92,9,22.99000000953674,3,2,2,322,Other
88506b2bd3,113,1,2.5,4,4,4,444,Lost Cheap Passenger
885cafa847,97,3,5.61999988555908,4,3,4,434,Other
885fac044f,100,1,2.36999988555908,4,4,4,444,Lost Cheap Passenger
886151ceb1,89,10,36.5999994277954,2,2,2,222,Other
887bd5e1ef,112,3,11.0,4,3,3,433,Other
887eb8e6d3,115,1,2.75,4,4,4,444,Lost Cheap Passenger
8890b7bb5e,107,5,13.119999885559078,4,3,3,433,Other
8894b8de19,86,5,15.10999965667724,1,3,3,133,Recent Passenger
8894dcb03b,91,18,42.21999967098235,3,1,2,312,Loyal Passenger
889945897c,91,21,75.83999919891356,3,1,1,311,Almost Lost Passenger
88a04d77d2,86,32,64.66999936103818,1,1,1,111,Best Passenger
88a0663a1e,99,1,2.75,4,4,4,444,Lost Cheap Passenger
88a74b1545,88,27,76.78999865055081,2,1,1,211,Loyal Passenger
88ab521749,94,3,11.48999977111816,3,3,3,333,Other
88ae7ff24f,88,8,26.36999988555908,2,2,2,222,Other
88af0caa15,93,2,9.75,3,4,3,343,Other
88af601734,86,29,121.80999863147733,1,1,1,111,Best Passenger
88b21b852b,98,2,5.4899997711181605,4,4,4,444,Lost Cheap Passenger
88b25153c6,89,7,18.73999977111816,2,2,3,223,Other
88d680342d,104,2,10.36999988555908,4,4,3,443,Other
88da58d3ea,89,20,63.58999919891356,2,1,1,211,Loyal Passenger
88e2d7fa05,93,1,2.0,3,4,4,344,Other
88f1d1de78,92,11,35.739999771118164,3,2,2,322,Other
88f555d506,91,2,5.23999977111816,3,4,4,344,Other
88f5d0d5ad,86,13,54.5999994277954,1,2,1,121,Recent Passenger
8908ecf539,90,4,17.98999977111816,2,3,3,233,Other
8909fff427,87,3,9.11999988555908,1,3,3,133,Recent Passenger
89165ee0c7,86,14,71.31999874114989,1,1,1,111,Best Passenger
8919b1095f,95,6,15.23999977111816,3,3,3,333,Other
891e0534be,100,1,1.75,4,4,4,444,Lost Cheap Passenger
89203f94fa,86,7,20.23999977111816,1,2,2,122,Recent Passenger
89244ae32b,95,5,16.73999977111816,3,3,3,333,Other
892684400e,88,3,7.86999988555908,2,3,4,234,Other
8927b91154,90,22,63.989999890327454,2,1,1,211,Loyal Passenger
894c4cdf35,92,10,26.729999661445607,3,2,2,322,Other
894cb6cdfc,87,14,48.70999908447265,1,1,1,111,Best Passenger
8958e21f0a,88,7,20.5,2,2,2,222,Other
895ada8238,86,20,69.55999851226804,1,1,1,111,Best Passenger
8970d96a48,86,27,96.43999862670896,1,1,1,111,Best Passenger
8973d725e3,102,1,4.75,4,4,4,444,Lost Cheap Passenger
897534f10c,100,1,3.3699998855590803,4,4,4,444,Lost Cheap Passenger
8978226aa2,101,11,53.96999931335448,4,2,1,421,Big Spenders
897a99836c,92,2,4.61999988555908,3,4,4,344,Other
8980f3a49f,88,1,7.0,2,4,4,244,Other
8989888922,90,2,9.869999885559078,2,4,3,243,Other
8995168181,90,29,107.91999816894528,2,1,1,211,Loyal Passenger
89a73498c4,111,1,3.8699998855590803,4,4,4,444,Lost Cheap Passenger
89ad307fe8,103,1,3.1199998855590803,4,4,4,444,Lost Cheap Passenger
89afd27aa3,107,1,4.5,4,4,4,444,Lost Cheap Passenger
89b4731ea9,86,47,153.2999984025955,1,1,1,111,Best Passenger
89c0cd648a,107,5,16.85999965667724,4,3,3,433,Other
89d3f692df,86,13,30.23999977111816,1,2,2,122,Recent Passenger
89d524a5e0,90,14,62.33999919891357,2,1,1,211,Loyal Passenger
89d759ba81,92,13,29.589999675750718,3,2,2,322,Other
89dd099309,93,2,7.61999988555908,3,4,4,344,Other
89dd74b454,109,1,2.25,4,4,4,444,Lost Cheap Passenger
89e202d5a5,88,4,15.87000000476837,2,3,3,233,Other
89e240a806,115,1,3.75,4,4,4,444,Lost Cheap Passenger
89ee111a18,93,13,31.099999427795403,3,2,2,322,Other
89f215d746,88,16,37.83999931812285,2,1,2,212,Loyal Passenger
89f474daba,86,37,106.65999794006345,1,1,1,111,Best Passenger
89f7d3db94,89,1,2.11999988555908,2,4,4,244,Other
89fc6c08d7,86,12,39.83999919891357,1,2,2,122,Recent Passenger
89fd3852ca,89,22,70.08999919891356,2,1,1,211,Loyal Passenger
8a08b653fa,89,17,46.45999920368193,2,1,1,211,Loyal Passenger
8a18c61169,92,9,29.22999954223632,3,2,2,322,Other
8a1aef54dd,86,41,148.88999748229975,1,1,1,111,Best Passenger
8a1cee8923,98,2,10.25,4,4,3,443,Other
8a2d56266b,86,51,121.8999978303909,1,1,1,111,Best Passenger
8a2ea9ed7d,88,30,88.42999839782712,2,1,1,211,Loyal Passenger
8a37316614,89,1,1.87000000476837,2,4,4,244,Other
8a388e34af,86,2,6.61999988555908,1,4,4,144,Recent Passenger
8a3b40bf63,107,1,1.75,4,4,4,444,Lost Cheap Passenger
8a3b7897a5,91,10,27.359999895095818,3,2,2,322,Other
8a3edc8b75,86,2,5.36999988555908,1,4,4,144,Recent Passenger
8a44ab5fe8,91,8,32.21999931335448,3,2,2,322,Other
8a6346bc3e,93,1,3.0,3,4,4,344,Other
8a64d9ff74,89,12,28.219999790191643,2,2,2,222,Other
8a659cab90,90,1,2.61999988555908,2,4,4,244,Other
8a65c3cd5b,86,3,11.0,1,3,3,133,Recent Passenger
8a66f85d06,86,1,2.0,1,4,4,144,Recent Passenger
8a6d09411c,89,9,28.98999977111816,2,2,2,222,Other
8a7376e19d,89,11,35.21999943256377,2,2,2,222,Other
8a7dd95e88,94,3,11.61999988555908,3,3,3,333,Other
8a86337a40,93,3,7.86999988555908,3,3,4,334,Other
8a8ac7996c,102,2,8.86999988555908,4,4,3,443,Other
8a91268459,89,3,8.60999965667724,2,3,3,233,Other
8aa6cecd39,91,16,43.5999994277954,3,1,1,311,Almost Lost Passenger
8aaf7036d4,87,17,67.31999874114987,1,1,1,111,Best Passenger
8ab458025f,115,1,7.119999885559079,4,4,4,444,Lost Cheap Passenger
8ab4bc238d,86,29,80.79999840259549,1,1,1,111,Best Passenger
8ab712ea4a,88,6,12.87000000476837,2,3,3,233,Other
8ac789207e,86,18,38.46999943256377,1,1,2,112,Recent Passenger
8acba843de,100,2,8.369999885559078,4,4,3,443,Other
8aee46a1d3,90,5,15.5,2,3,3,233,Other
8af2ec6a78,99,3,7.5,4,3,4,434,Other
8af4606aac,86,6,18.119999885559082,1,3,3,133,Recent Passenger
8afec1d91d,96,4,8.62000000476837,3,3,3,333,Other
8b0c3fc755,106,1,6.0,4,4,4,444,Lost Cheap Passenger
8b147ac741,88,8,22.60999977588653,2,2,2,222,Other
8b1c7f2634,88,8,28.85999977588653,2,2,2,222,Other
8b1ec29a45,94,19,86.81999874114989,3,1,1,311,Almost Lost Passenger
8b2a1a0751,92,2,10.12000000476837,3,4,3,343,Other
8b2bcff983,88,6,31.47999954223632,2,3,2,232,Other
8b310c71ac,86,3,10.61999988555908,1,3,3,133,Recent Passenger
8b3c81ea50,87,11,21.099999666213982,1,2,2,122,Recent Passenger
8b3f9430ec,86,27,127.03999805450437,1,1,1,111,Best Passenger
8b40279f35,99,2,6.7399997711181605,4,4,4,444,Lost Cheap Passenger
8b476f94fc,89,29,73.7099995613098,2,1,1,211,Loyal Passenger
8b47b8e858,101,3,13.48999977111816,4,3,3,433,Other
8b4b3453bd,96,2,9.25,3,4,3,343,Other
8b58109fa5,86,16,69.46999931335449,1,1,1,111,Best Passenger
8b595f5521,90,47,142.50999748706815,2,1,1,211,Loyal Passenger
8b63bca9cd,86,38,146.26999783515924,1,1,1,111,Best Passenger
8b6fe2484a,89,2,6.36999988555908,2,4,4,244,Other
8b792a904f,86,20,80.69999885559079,1,1,1,111,Best Passenger
8b7cdfdc56,98,2,6.11999988555908,4,4,4,444,Lost Cheap Passenger
8b80720596,88,5,14.11999988555908,2,3,3,233,Other
8b88777861,92,14,47.95999908447265,3,1,1,311,Almost Lost Passenger
8b8cfcc647,92,12,33.60999965667724,3,2,2,322,Other
8b9b7c09df,86,11,39.71999931335448,1,2,2,122,Recent Passenger
8ba89a0e5b,87,6,18.619999885559082,1,3,3,133,Recent Passenger
8bbc6c8b28,86,7,23.47999954223632,1,2,2,122,Recent Passenger
8bbc7ac3f3,86,14,40.20999908447265,1,1,2,112,Recent Passenger
8bbda0f7ae,88,21,72.95999920368195,2,1,1,211,Loyal Passenger
8bc2f1c078,90,17,54.96999943256377,2,1,1,211,Loyal Passenger
8bc494adc4,90,2,6.61999988555908,2,4,4,244,Other
8bc96b758a,98,1,2.11999988555908,4,4,4,444,Lost Cheap Passenger
8bcf53c41f,88,4,9.75,2,3,3,233,Other
8bd28ddd53,94,7,29.489999771118164,3,2,2,322,Other
8bd2c7e417,89,19,54.43999862670897,2,1,1,211,Loyal Passenger
8be0469266,86,29,185.439998626709,1,1,1,111,Best Passenger
8be712f15f,104,1,1.75,4,4,4,444,Lost Cheap Passenger
8be749ae69,88,13,62.469999313354485,2,2,1,221,Big Spenders
8be9625392,115,2,11.73999977111816,4,4,3,443,Other
8bf10a661c,95,6,21.3499994277954,3,3,2,332,Other
8c0975b5ed,87,69,201.7299969196319,1,1,1,111,Best Passenger
8c1fad70ab,88,9,30.08999931812285,2,2,2,222,Other
8c2ed62f81,92,4,10.48999977111816,3,3,3,333,Other
8c36a58eb1,92,15,38.7299997806549,3,1,2,312,Loyal Passenger
8c4072978a,116,1,2.0,4,4,4,444,Lost Cheap Passenger
8c40d74ad6,87,12,36.34999954700469,1,2,2,122,Recent Passenger
8c45656ccb,93,1,2.61999988555908,3,4,4,344,Other
8c49d2cbdd,89,16,70.329999089241,2,1,1,211,Loyal Passenger
8c4c3b8226,108,2,9.98999977111816,4,4,3,443,Other
8c58ccf406,87,12,26.849999785423268,1,2,2,122,Recent Passenger
8c60e7ce8e,86,20,56.329998970031724,1,1,1,111,Best Passenger
8c644a1b21,93,2,6.75,3,4,4,344,Other
8c71ccf4f9,113,1,6.119999885559079,4,4,4,444,Lost Cheap Passenger
8c80e556d8,86,6,19.48999977111816,1,3,3,133,Recent Passenger
8c87a8f3e7,86,2,11.25,1,4,3,143,Recent Passenger
8c896f692a,90,2,4.48999977111816,2,4,4,244,Other
8c9c3fa633,90,8,27.60999965667724,2,2,2,222,Other
8ca7e12700,87,4,11.369999885559078,1,3,3,133,Recent Passenger
8cb817dec7,93,3,5.25,3,3,4,334,Other
8cc56e34d9,93,4,9.98999989032745,3,3,3,333,Other
