id_passenger,TotalCompleteRides
9aa22ec5c1,8
9ce0e2b7f0,8
9db3ef726b,8
2ae69bd7d7,8
2ba93a0b87,8
2da8741cf6,8
311a12c1f0,8
35bb49d177,8
32cf0ecd42,8
233729ba8b,8
28c9660792,8
2098183982,8
231ede76e8,8
219a978194,8
21a1bdf449,8
1ff00be08d,8
1d6cef8f15,8
1ddf9f9d85,8
0be5df55c4,8
0c51069d16,8
08dc9ba574,8
0926815f48,8
04dcb2bc79,8
021ab93f48,8
1cca94706a,8
1b611749ea,8
1b408142cc,8
1a36d08d33,8
172b87a072,8
17984aec56,8
187b865343,8
4b831d0bbf,8
4aea86f6d7,8
4efcee9e9d,8
4eaa0c6b02,8
46809cd0a7,8
45d3491b9f,8
461bbee9f2,8
47684afce4,8
476c30acdb,8
3fc40a1f48,8
3a2e574929,8
3b6c58d233,8
56b00ce826,8
56b38cbb48,8
5685de8783,8
557ca31727,8
54da0f974c,8
5860c30920,8
593a615de6,8
5df4c90750,8
5c4e6d50da,8
62f1cddf0d,8
623da4bd3e,8
623eb69045,8
62701d60e5,8
5f2999298f,8
617e290173,8
61ea79152c,8
684932a487,8
6804ad32ac,8
692c16222f,8
69591a1bc4,8
65e3eef682,8
659d8477fe,7
68d7b24abc,7
68fc00abf5,7
6844e0b215,7
69d62e170b,7
5eae4c2194,7
63a0295de4,7
5c55474410,7
5bc129340c,7
5c03829dfc,7
5d95534d74,7
5ce0b961fd,7
597f055a49,7
5a4a140672,7
5a0f8f7c9c,7
586af8e61d,7
516d5777e5,7
3b5e064607,7
3a0b545c5e,7
36e34c7bb9,7
40418f8099,7
4117ab1f86,7
3d961b91ab,7
47357c1486,7
45b1c9af78,7
46c4e5bad8,7
4e29a05e5f,7
4e438bb3f1,7
4d637c0acd,7
5063ca8e2c,7
4ae3830b83,7
4b8caac50b,7
4c5333d8e8,7
4c555e11bf,7
16e57694d3,7
1724684e3a,7
181610717f,7
1a2bcd4ad0,7
1a6a98b574,7
1aa7a4bbbb,7
152fe0548b,7
12ccdb778c,7
125a0b7602,7
10ccef1775,7
0084646800,7
00793b9993,7
0578af700c,7
06ce986377,7
08ca77ef98,7
07219e763b,7
07a5c578d6,7
0c31602e5a,7
0dfb6333ed,7
0ede313bf7,7
1d6bb9be13,7
1cf24aa25f,7
206dd7723e,7
200e93bc57,7
252bf3e0c1,7
33c1e538cc,7
3585c42854,7
35966d5fd8,7
30bddb79ae,7
2fc988cfac,7
2e655d4794,7
2c2efbdc69,7
2c5ddd4391,7
2b3700dba5,7
2b60b09584,7
2a2eb5d562,7
2a7b340103,7
2a7fa62e9f,7
2ae02621c8,7
9b77162793,7
9a8565a0bf,7
9a36fb9577,7
97dab51dac,7
96f6ca9831,7
9738a4b51b,7
96a2d95185,7
96c2ee74e4,7
96c57d23af,7
9341c05fe9,7
851f7369e1,7
846725e16a,7
875d1d2ceb,7
88af601734,7
89fd3852ca,7
8995168181,7
8fcf499988,7
8f3075264d,7
8eeefb6bab,7
8b88777861,7
8bbda0f7ae,7
70037f3e90,7
6fbf6269e1,7
6fac4099c2,7
6ed66dc82e,7
6eb07dba18,7
6ba8eb531d,7
6bead32a9a,7
7145a5960c,7
837b2ef00c,7
83d8165d42,7
81cf8950a6,7
82bac88354,7
7f400638a2,7
7fbac0e94b,7
8114add01d,7
7aa0bad0d0,7
7b399aa873,7
781262aaf8,7
7955358d54,7
cff032c08a,7
d0791ea24d,7
cfca7e84c6,7
ccfac559ed,7
cadfb46ed4,7
c99509eb67,7
c7cb498f8e,7
c4cc8cca15,7
c695e8a010,7
c6db5a3ad7,7
c743f425bf,7
c7818d124c,7
b8c654b083,7
b9fb128750,7
baa0405f1b,7
bbea6d91a7,7
bba52aa3dd,7
bdda89695c,7
bd0542ce7c,7
bc87e5752f,7
bc9c6b461a,7
c260e49237,7
c2c2bef181,7
c2eb4e186e,7
c378eac38f,7
c03c317509,7
c06816b9df,7
bf5fa3f631,7
ae955e2703,7
afefd1a704,7
ac4b57004c,7
abe110c393,7
ac88408d83,7
b29d5bd4f8,7
b214354b22,7
b6311c8709,7
9e317514a9,7
9f161fee34,7
9fc4fbf655,7
9fe601594e,7
a0bbb7849e,7
a1fa3cf6f0,7
a2c4e83149,7
a2f8143fb3,7
a3d6132edf,7
a85cb2233a,7
a8251ec5f2,7
a70e1a62b1,7
a6b528859e,7
dd7c075e24,7
d862520882,7
d5af2d75ea,7
d2b9576c6c,7
d14fd2c0f2,7
e0743b5207,7
de7119f76c,7
e3091311aa,7
e395bfcdfc,7
e2f7e9aa35,7
e15f9e93e2,7
e1e2a8c9f7,7
e913b96905,7
e9703e0325,7
e5a87c2842,7
e4d01c4870,7
e66cc591c2,7
e72dbc420e,7
e778db4e9c,7
f8eff5ba0e,7
f67f722780,7
f5f7404726,7
f379282799,7
ef56044af7,7
ef8f050cd7,7
f0f47a2b78,7
ebbc7ee536,7
ee2ee81dd1,7
ed80f01dc0,7
ed33024062,7
ed53630db5,7
fbae72c890,7
fa3fdc68fd,7
fd5bb3c211,6
ffef12293e,6
fff04b922f,6
fe3534bd51,6
feed9f1afb,6
ebb681b62b,6
ec91c9c28d,6
efc0c82dee,6
efd31e5c2e,6
f2954a3569,6
f48c1eddd0,6
f90a890225,6
f869c5b9ab,6
f7f4369ece,6
e55a340c35,6
ea07a86cdd,6
ea81c282d3,6
e8fa469a7c,6
e833401216,6
e83717d17b,6
e23d2c5066,6
e3418c0082,6
dee661d30a,6
e114cdec32,6
e0086288dc,6
e020806b58,6
d2719e9862,6
d66de81797,6
d6212eed22,6
d5e55021a8,6
d73aefcd08,6
d95f84f1fc,6
d9e8545627,6
d918cf66bf,6
d96e732f79,6
da362c996b,6
dd8a516cbf,6
de288e6bfb,6
dcc8a5daf4,6
a67ca147ea,6
a5a82a316b,6
a519a4be51,6
a51caf87ab,6
a7c2f81b71,6
a7d638e170,6
aad260e3fd,6
aa89728c0d,6
aa7e728209,6
a3bedc9bcf,6
a2e4deba6f,6
a32a8bab51,6
a381575df8,6
a2c99a98d2,6
a2c0a5833a,6
a294dec97b,6
a1a467747e,6
a0988b405b,6
9fb763f9d9,6
a0eab946cc,6
b63c735ba9,6
b5ef6465dd,6
b5c037ac1d,6
b770d7c87f,6
b78a984081,6
b6db78ad46,6
b45e6cb717,6
b598b9e157,6
b21a089d8e,6
b19d824432,6
b28ade3184,6
b347bfddf3,6
b34d5bc10a,6
b3a05fb6b4,6
acaa9b4f7a,6
ad6f2c8357,6
abf4a67550,6
b1023b6fc9,6
aebb64d71f,6
bec7832ec5,6
c486752362,6
c23c0d74c3,6
bd360c4d03,6
be145f08cf,6
be1932296e,6
bbab9c8e10,6
b9c8b68568,6
b93971782a,6
c4c6845c45,6
c4f076b9dd,6
c50888435f,6
c55b49a801,6
c58d39c460,6
c7c8f5853a,6
c81b91c83e,6
c85be6d4d0,6
c9e0189839,6
caef5c743c,6
caf869f8c1,6
cbdd04b4e1,6
cf5a93b657,6
cf2502c368,6
cf2aadaa28,6
7ae08a0abd,6
7ad2bdbc29,6
7de7753e7e,6
7e5e9f75fe,6
7c3628c3c3,6
7c9d66c297,6
7c956e2f7d,6
8187792a11,6
80fccb21b1,6
801913acf8,6
8031508dbc,6
8048452640,6
829116d6b5,6
819f1a7fa4,6
825dc33234,6
8395d392ba,6
7794f822e6,6
6d23f29c08,6
6eba36a454,6
6ec7304fc3,6
6f362e35e3,6
6fa4727f41,6
8be0469266,6
8b476f94fc,6
8cf51e9f69,6
8e92befb0e,6
8dffbe01cd,6
8fdefe9664,6
91593fffd7,6
88da58d3ea,6
894c4cdf35,6
8978226aa2,6
87f5ff0dae,6
883b344df2,6
87b92b67d5,6
91ca1309dc,6
91f593de17,6
92007b4f33,6
923af37dc1,6
926250fbee,6
93c51dc0cc,6
94613668ee,6
988ce4f143,6
99358f1167,6
98c2c3fce0,6
9a2f95cb57,6
9a16f26331,6
9bb21bb4d7,6
9c503f9ce2,6
2abb64079d,6
29d42b176d,6
29d453eba5,6
2b2ec29489,6
2cea061ec6,6
2d442b8f8f,6
2d8455cc58,6
2ec80ac514,6
2f031e3b91,6
30df400c14,6
3053397f33,6
313794024f,6
35c6fd2fac,6
36443060f1,6
346c6aab7c,6
34c9b67fe6,6
2558d977ad,6
2581c5e0ef,6
233241a2c0,6
24568d5970,6
28eec26c55,6
2691a97d0b,6
268ab1b448,6
201ad9a40b,6
22ef9b3457,6
1e6f5b9ac4,6
0eef77764e,6
0e5ab386bb,6
0c961932c5,6
0bfd840c73,6
07cad31aca,6
080de6f5fc,6
08d328d8bb,6
0902274153,6
08c761e0b6,6
096522c414,6
099006afe6,6
070b15239d,6
05ef90c6a0,6
05593e47f1,6
0565352d66,6
01644ae638,6
128a11747a,6
14ea2d6de5,6
1524ea4722,6
149c3ea6ec,6
1314c0c289,6
12e3a1becd,6
1aacfb381f,6
1a4cc5575e,6
19c7342b6f,6
19f0daf28a,6
1ced8c9835,6
18cf8c16db,6
4c7ea59f01,6
4af2963a19,6
507f2ff18b,6
4690e40556,6
46656fde00,6
447ebdffb5,6
439f03f20f,6
471cbb3b88,6
48e2afa02f,6
4897399d79,6
42aa0af06e,6
369815a758,6
3731c5c0d9,6
38aed651ac,6
3ac58f20fd,6
3a6d69c612,6
3b54c29168,6
3badf82ffd,6
3bf66106e0,6
51e87a2ebc,6
52156506b5,6
5403ae7d2d,6
52b92137a6,6
5546d05ee5,6
55674b8add,6
55820cc34a,6
56c7adb89c,6
570f37f86a,6
5a81c24396,6
590f211b93,6
5ce8706487,6
5d57cf8f79,6
5df7678017,6
5e041b5435,6
5bb49c2646,6
5a931cdd71,6
5a9581f47c,6
5aaccd4a06,6
5b398ff12f,6
6431d668b3,6
649bbd92f7,6
629748896c,6
6240078cae,6
631c2540a5,6
63357cb3f9,6
5f916f7bf0,6
691149069c,6
6869fc5954,6
65cdbe366e,6
65daee8aea,6
6681ffb303,6
669c2f31e4,6
66a7d8a4d5,5
66f632116e,5
6708777549,5
67d05561fb,5
65052cbca5,5
65480a34e9,5
69e45ded9e,5
6ae1f11c2b,5
6b1fc2df53,5
5f58d2f5d5,5
5ec53ffb42,5
5e36d09d63,5
5e79907e0b,5
617c33b594,5
61532b044c,5
600880590c,5
5ede82d7cb,5
623c207cf2,5
63ea0dfbf3,5
5bddd5816d,5
5e284b7f28,5
59210869c4,5
592e586b3d,5
5a0abd9105,5
5a3b5d8f2d,5
58195968ba,5
57f020ec45,5
570ebd3326,5
566d578d40,5
5522983954,5
545e73c860,5
545e769939,5
533b2a3609,5
53d43a2073,5
5401854dfc,5
53cc1f20bb,5
5210db043d,5
511ea50abe,5
51b970afad,5
3b646f5e06,5
3adb92fcc4,5
39a3f0a1d9,5
392671c136,5
3920dbdc8b,5
392360d4f1,5
3966e7ad91,5
3833e8d99f,5
37290fe760,5
3807d47c77,5
38a1070b39,5
37bdb11c25,5
36a6b457c9,5
42bf9b8791,5
422ab67eb6,5
401c8ed939,5
4022988b7f,5
3c231f39ec,5
3d25b643a4,5
48663a83f6,5
48e8aed1c6,5
47147cb2cd,5
4730714c4b,5
4735136839,5
4742019cab,5
4828c947ae,5
43c98f141d,5
45d07918a5,5
457880b6f0,5
507fd19023,5
5058b7e18c,5
4d7caca576,5
4db855fa1c,5
4ddaccb837,5
4b316a7c50,5
19322cac2b,5
1796a7e47d,5
1c18216ecd,5
1c8065b5b9,5
1c0ca50617,5
1a271b57bd,5
1af6cd5a6a,5
132f72a9a2,5
13dcd16466,5
1548f5c1cf,5
16abfc51d2,5
1630469cb4,5
1295b85f9f,5
12730166c5,5
122a1d9317,5
11b54d3e8e,5
10d535d1be,5
10db73c114,5
0feba503e8,5
10557b0dd9,5
0f5121bb4c,5
0f52ca7c81,5
0f9fcf2547,5
0fe056f971,5
0164ce4e7e,5
023c4e7635,5
02a6fa5243,5
0556088388,5
04c90d0b71,5
05f6664e90,5
0576ce8b55,5
05c76df282,5
059256b62c,5
063dd587fb,5
074fde3552,5
06651e475c,5
09f5b915e9,5
08aae2bdc9,5
07fa4ef013,5
07b47fe387,5
0c1de9f3bf,5
0c50ea60ba,5
0f16ba1b07,5
0e076edfc4,5
0cdbdc0e7a,5
1e8476f2b2,5
1ece948abd,5
1f5a7ebc14,5
1de5e9f939,5
1da7c0e810,5
2230d6459f,5
2194b1508d,5
2198d75cc6,5
20357de75a,5
2055e8c8c7,5
26b5fc17b3,5
2711d68614,5
288cb03940,5
23b31614a8,5
240d0c92db,5
2315163912,5
2353dd2810,5
25ca775224,5
24d6264ffc,5
35da284a88,5
3556aff0ac,5
30bb1be38a,5
3213aa114f,5
3033cf00d3,5
2df23d8ee1,5
2df55026d7,5
2da2e82650,5
2d3a387206,5
2b59741fcb,5
2bc601e8d6,5
2a360fd3a1,5
2a3d036f35,5
9c83607f8d,5
9cf29bb3b5,5
9ddaced7f7,5
9d83af9913,5
9e0ac684db,5
9be0a1a383,5
9c33d0f3ec,5
9b7407041c,5
9a9d7871fe,5
9ad05a9610,5
97fd8a75ec,5
9464a2ba50,5
94adeb1792,5
9381fb304d,5
92bfddc808,5
965b6a0f6c,5
977aa182a4,5
97affd9764,5
96fb3b1746,5
95b8601739,5
95526731fb,5
956288c674,5
871eb9114d,5
86437373c7,5
853816f6e7,5
84b5b30257,5
85592e01b1,5
889945897c,5
88a74b1545,5
8832f8f0a8,5
894cb6cdfc,5
88f5d0d5ad,5
8927b91154,5
89f215d746,5
91460632f9,5
9153b88e49,5
91a83e8166,5
9118d8e37c,5
90604f00f2,5
9012fd54e1,5
8f7f395bf1,5
8fa76ca64e,5
8dd3e08d90,5
6f298f861d,5
6fc694b292,5
704f3e2d7a,5
702ecfd22e,5
7087d4d695,5
70a96b18ba,5
6ec3f9d604,5
6e5105160b,5
6e5915ee53,5
6bf3e4b941,5
6b5bc78853,5
6b94e4165f,5
7809ea9983,5
76eb8f2e61,5
76fde3091a,5
75ebac1978,5
757a0ae23a,5
7443d2cbd1,5
73b5b366d3,5
8440ff95ac,5
8448f74eba,5
841e76b7ae,5
819f4a19c9,5
808f902362,5
80c3b44edc,5
80c82aa956,5
816867b182,5
7f809ee7d9,5
7fee5c5ed8,5
7e9a0b4dc3,5
7d9aa812d5,5
7acdc1db04,5
7b29752ddd,5
79717e3d92,5
796b8c5f57,5
cf50dcabd1,5
cf80df431c,5
d0a2cf56f1,5
ccf28d6457,5
cd8f8c6632,5
ca17b51557,5
c979fabe55,5
ca4b563ba9,5
c7f410b101,5
c8d46b3972,5
c50c8065a0,5
c4f4a7b62a,5
c7ba1de88b,5
c72804a8f6,5
b8f19b92cc,5
b8aa5e38bf,5
b92ac88122,5
bb9321add1,5
bbd04ca25f,5
bbdf073ad5,5
bd644177b2,5
bd383f2d20,5
bce301fffc,5
c2613ae174,5
c2be25c75d,5
c345e865c2,5
c487383d98,5
bf6db1d945,5
bfce6ec2e1,5
c07bd70af5,5
c0cd07229f,5
c0f6a5cf59,5
af902be35e,5
ae479afc03,5
ae77f709c7,5
b02940cbe5,5
b06abca905,5
abba430fe4,5
ab128b666a,5
ac9a707c99,5
ad204150e2,5
b3db943c39,5
b237ccba17,5
b51778ebe6,5
b51a0f3507,5
b431441cea,5
a10619a55d,5
a1385a0974,5
9fc2423439,5
9fff9a6901,5
9f6cd1a6d0,5
9eb1a1ae14,5
9e4280964e,5
9ec98ca514,5
a2b6eda376,5
a2ed4fb188,5
a406f65eca,5
aa53e7c4a4,5
a8666304c9,5
a8849bc570,5
a90f3ed118,5
a8c6d0e08f,5
a51e703ccb,5
a522f8bdd1,5
a5791b4570,5
a659314e1b,5
a781f477d9,5
a764de9658,5
db52bc1a27,5
ddf50727f2,5
da4aee6854,5
d8729507fb,5
da106d8f80,5
d7f5bf05e3,5
d83132221a,5
d65859a2f0,5
d50f3ded8f,5
d43ed11cab,5
d3c534e42f,5
d2a7e491f5,5
d3b6cac779,5
d3649a9b6e,5
d1973b4e4f,5
dfa4854a63,5
e4183295de,5
e30099d350,5
e1ad46b4e8,5
e7dbf84528,5
e82ea1577a,5
ea9d590d89,5
eab7bd53e6,5
eb2bd2559c,5
e98e1fc4de,5
e6068401d1,5
e6072a8573,5
e60c3238ed,5
e4a16f31f4,5
e78053bd4f,5
e79b3698a9,5
e6ee5941e1,5
e72afffcb6,5
f869ec6c28,5
f8a10cc7a4,5
f98996e53c,5
f6db4219e7,5
f365d8fef3,5
f2c2a0ddf8,5
f2fd77b4ce,5
ef0325b56b,5
ef083ab234,5
f1ad282138,5
f0c624b1c9,5
f1f488cafe,5
ec78c1cc90,5
ebd6ac85bf,5
ee854b78ee,5
edd053ec2b,5
edfff1f3fa,5
ee10d4074e,5
fe9b1e7e5e,5
ff0e046179,5
fe5253da6b,5
fe597afcab,5
ffe01a6571,5
ffa491a12f,5
ff6d41a570,5
fcca14d14c,5
fbd0c05f39,5
fc7a19aa85,5
f9cb56558d,5
fba1bb1f5b,5
faa97efbc4,5
fbbdcc836e,4
fa8dbd3269,4
fc46100566,4
fbe3bf4d0e,4
fb1ab6860e,4
fd71fe2084,4
fda51a34e6,4
ff9c4cacd8,4
ffc6d2b0d2,4
fe2e3d233d,4
ff0eb25c4b,4
fec0ac3a29,4
ebc8e69f20,4
eba353e0ee,4
eb7c9b017b,4
eb7e5d47ee,4
eb5c749a91,4
ec4c4a705b,4
ec5cd91239,4
ecda87bafd,4
f202341175,4
f1f5285e01,4
f210d58420,4
f223bc93a7,4
f19de8be59,4
eec6c02b67,4
ef77e8839c,4
ef47908816,4
eff96b72ad,4
f05e000ee3,4
f257a2ed80,4
f27f3ebfc2,4
f314b21369,4
f4a3b8fafb,4
f50b656f6d,4
f53926f90c,4
f7dcc80a73,4
f7e6f202b5,4
f6a49f898c,4
f68f6eed4b,4
f957992c80,4
f96feebb2b,4
f93f444b9a,4
f8a125f1e7,4
f8c911b9a9,4
e5ef335f5d,4
e4d3e17f92,4
e4952b6880,4
e54c86576a,4
e9bcad0ee7,4
e981cf1a8c,4
e9ff363d39,4
eb3998bc17,4
ea6ee127b8,4
